Gen	Base	Freq	Pos
8	1	0.00039999999999995595	44
10	0	0.9995	44
10	1	0.0004999999999999449	44
12	0	0.9995	44
12	1	0.0004999999999999449	44
2	0	0.9998	47
2	1	0.00019999999999997797	47
5	0	0.9996	47
5	1	0.00039999999999995595	47
8	0	0.9996	47
8	1	0.00039999999999995595	47
10	0	0.9995	47
10	1	0.0004999999999999449	47
12	0	0.9995	47
12	1	0.0004999999999999449	47
2	0	0.9998	50
2	1	0.00019999999999997797	50
5	0	0.9996	50
5	1	0.00039999999999995595	50
8	0	0.9996	50
8	1	0.00039999999999995595	50
10	0	0.9995	50
10	1	0.0004999999999999449	50
12	0	0.9995	50
12	1	0.0004999999999999449	50
2	0	0.9998	52
2	1	0.00019999999999997797	52
5	0	0.9996	52
5	1	0.00039999999999995595	52
8	0	0.9996	52
8	1	0.00039999999999995595	52
10	0	0.9995	52
10	1	0.0004999999999999449	52
12	0	0.9995	52
12	1	0.0004999999999999449	52
2	0	0.9998	53
2	1	0.00019999999999997797	53
5	0	0.9996	53
5	1	0.00039999999999995595	53
8	0	0.9996	53
8	1	0.00039999999999995595	53
10	0	0.9995	53
10	1	0.0004999999999999449	53
12	0	0.9995	53
12	1	0.0004999999999999449	53
2	0	0.9998	56
2	1	0.00019999999999997797	56
5	0	0.9996	56
5	1	0.00039999999999995595	56
8	0	0.9996	56
8	1	0.00039999999999995595	56
10	0	0.9995	56
10	1	0.0004999999999999449	56
12	0	0.9995	56
12	1	0.0004999999999999449	56
2	0	0.9998	59
2	1	0.00019999999999997797	59
5	0	0.9996	59
5	1	0.00039999999999995595	59
8	0	0.9996	59
8	1	0.00039999999999995595	59
10	0	0.9995	59
10	1	0.0004999999999999449	59
12	0	0.9995	59
12	1	0.0004999999999999449	59
2	0	0.9998	62
2	1	0.00019999999999997797	62
5	0	0.9996	62
5	1	0.00039999999999995595	62
8	0	0.9996	62
8	1	0.00039999999999995595	62
10	0	0.9995	62
10	1	0.0004999999999999449	62
12	0	0.9995	62
12	1	0.0004999999999999449	62
2	0	0.9998	65
2	1	0.00019999999999997797	65
5	0	0.9996	65
5	1	0.00039999999999995595	65
8	0	0.9996	65
8	1	0.00039999999999995595	65
10	0	0.9995	65
10	1	0.0004999999999999449	65
12	0	0.9995	65
12	1	0.0004999999999999449	65
2	0	0.9998	68
2	1	0.00019999999999997797	68
5	0	0.9996	68
5	1	0.00039999999999995595	68
8	0	0.9996	68
8	1	0.00039999999999995595	68
10	0	0.9995	68
10	1	0.0004999999999999449	68
12	0	0.9995	68
12	1	0.0004999999999999449	68
2	0	0.9998	71
2	1	0.00019999999999997797	71
5	0	0.9996	71
5	1	0.00039999999999995595	71
8	0	0.9996	71
8	1	0.00039999999999995595	71
10	0	0.9995	71
10	1	0.0004999999999999449	71
12	0	0.9995	71
12	1	0.0004999999999999449	71
2	0	0.9998	72
2	1	0.00019999999999997797	72
5	0	0.9996	72
5	1	0.00039999999999995595	72
8	0	0.9996	72
8	1	0.00039999999999995595	72
10	0	0.9995	72
10	1	0.0004999999999999449	72
12	0	0.9995	72
12	1	0.0004999999999999449	72
2	0	0.9998	74
2	1	0.00019999999999997797	74
5	0	0.9996	74
5	1	0.00039999999999995595	74
8	0	0.9996	74
8	1	0.00039999999999995595	74
10	0	0.9995	74
10	1	0.0004999999999999449	74
12	0	0.9995	74
12	1	0.0004999999999999449	74
2	0	0.9998	77
2	1	0.00019999999999997797	77
5	0	0.9996	77
5	1	0.00039999999999995595	77
8	0	0.9996	77
8	1	0.00039999999999995595	77
10	0	0.9995	77
10	1	0.0004999999999999449	77
12	0	0.9995	77
12	1	0.0004999999999999449	77
2	0	0.9998	80
2	1	0.00019999999999997797	80
5	0	0.9996	80
5	1	0.00039999999999995595	80
8	0	0.9996	80
8	1	0.00039999999999995595	80
10	0	0.9995	80
10	1	0.0004999999999999449	80
12	0	0.9995	80
12	1	0.0004999999999999449	80
2	0	0.9998	83
2	1	0.00019999999999997797	83
5	0	0.9996	83
5	1	0.00039999999999995595	83
8	0	0.9996	83
8	1	0.00039999999999995595	83
10	0	0.9995	83
10	1	0.0004999999999999449	83
12	0	0.9995	83
12	1	0.0004999999999999449	83
2	0	0.9998	84
2	1	0.00019999999999997797	84
5	0	0.9996	84
5	1	0.00039999999999995595	84
8	0	0.9996	84
8	1	0.00039999999999995595	84
10	0	0.9995	84
10	1	0.0004999999999999449	84
12	0	0.9995	84
12	1	0.0004999999999999449	84
2	0	0.9998	86
2	1	0.00019999999999997797	86
5	0	0.9996	86
5	1	0.00039999999999995595	86
8	0	0.9996	86
8	1	0.00039999999999995595	86
10	0	0.9995	86
10	1	0.0004999999999999449	86
12	0	0.9995	86
12	1	0.0004999999999999449	86
2	0	0.9998	89
2	1	0.00019999999999997797	89
5	0	0.9996	89
5	1	0.00039999999999995595	89
8	0	0.9996	89
8	1	0.00039999999999995595	89
10	0	0.9995	89
10	1	0.0004999999999999449	89
12	0	0.9995	89
12	1	0.0004999999999999449	89
2	0	0.9998	92
2	1	0.00019999999999997797	92
5	0	0.9996	92
5	1	0.00039999999999995595	92
8	0	0.9996	92
8	1	0.00039999999999995595	92
10	0	0.9995	92
10	1	0.0004999999999999449	92
12	0	0.9995	92
12	1	0.0004999999999999449	92
2	0	0.9998	95
2	1	0.00019999999999997797	95
5	0	0.9996	95
5	1	0.00039999999999995595	95
8	0	0.9996	95
8	1	0.00039999999999995595	95
10	0	0.9995	95
10	1	0.0004999999999999449	95
12	0	0.9995	95
12	1	0.0004999999999999449	95
2	0	0.9998	98
2	1	0.00019999999999997797	98
5	0	0.9996	98
5	1	0.00039999999999995595	98
8	0	0.9996	98
8	1	0.00039999999999995595	98
10	0	0.9995	98
10	1	0.0004999999999999449	98
12	0	0.9995	98
12	1	0.0004999999999999449	98
2	0	0.9998	101
2	1	0.00019999999999997797	101
5	0	0.9996	101
5	1	0.00039999999999995595	101
8	0	0.9996	101
8	1	0.00039999999999995595	101
10	0	0.9995	101
10	1	0.0004999999999999449	101
12	0	0.9995	101
12	1	0.0004999999999999449	101
2	0	0.9998	103
2	1	0.00019999999999997797	103
5	0	0.9996	103
5	1	0.00039999999999995595	103
8	0	0.9996	103
8	1	0.00039999999999995595	103
10	0	0.9995	103
10	1	0.0004999999999999449	103
12	0	0.9995	103
12	1	0.0004999999999999449	103
2	0	0.9998	104
2	1	0.00019999999999997797	104
5	0	0.9996	104
5	1	0.00039999999999995595	104
8	0	0.9996	104
8	1	0.00039999999999995595	104
10	0	0.9995	104
10	1	0.0004999999999999449	104
12	0	0.9995	104
12	1	0.0004999999999999449	104
2	0	0.9998	107
2	1	0.00019999999999997797	107
5	0	0.9996	107
5	1	0.00039999999999995595	107
8	0	0.9996	107
8	1	0.00039999999999995595	107
10	0	0.9995	107
10	1	0.0004999999999999449	107
12	0	0.9995	107
12	1	0.0004999999999999449	107
2	0	0.9998	110
2	1	0.00019999999999997797	110
5	0	0.9996	110
5	1	0.00039999999999995595	110
8	0	0.9996	110
8	1	0.00039999999999995595	110
10	0	0.9995	110
10	1	0.0004999999999999449	110
12	0	0.9995	110
12	1	0.0004999999999999449	110
2	0	0.9998	111
2	1	0.00019999999999997797	111
5	0	0.9996	111
5	1	0.00039999999999995595	111
8	0	0.9996	111
8	1	0.00039999999999995595	111
10	0	0.9995	111
10	1	0.0004999999999999449	111
12	0	0.9995	111
12	1	0.0004999999999999449	111
2	0	0.9998	112
2	1	0.00019999999999997797	112
5	0	0.9996	112
5	1	0.00039999999999995595	112
8	0	0.9996	112
8	1	0.00039999999999995595	112
10	0	0.9995	112
10	1	0.0004999999999999449	112
12	0	0.9995	112
12	1	0.0004999999999999449	112
2	0	0.9998	113
2	1	0.00019999999999997797	113
5	0	0.9996	113
5	1	0.00039999999999995595	113
8	0	0.9996	113
8	1	0.00039999999999995595	113
10	0	0.9995	113
10	1	0.0004999999999999449	113
12	0	0.9995	113
12	1	0.0004999999999999449	113
2	0	0.9998	116
2	1	0.00019999999999997797	116
5	0	0.9996	116
5	1	0.00039999999999995595	116
8	0	0.9996	116
8	1	0.00039999999999995595	116
10	0	0.9995	116
10	1	0.0004999999999999449	116
12	0	0.9995	116
12	1	0.0004999999999999449	116
2	0	0.9998	119
2	1	0.00019999999999997797	119
5	0	0.9996	119
5	1	0.00039999999999995595	119
8	0	0.9996	119
8	1	0.00039999999999995595	119
10	0	0.9995	119
10	1	0.0004999999999999449	119
12	0	0.9995	119
12	1	0.0004999999999999449	119
2	0	0.9998	122
2	1	0.00019999999999997797	122
5	0	0.9996	122
5	1	0.00039999999999995595	122
8	0	0.9996	122
8	1	0.00039999999999995595	122
10	0	0.9995	122
10	1	0.0004999999999999449	122
12	0	0.9995	122
12	1	0.0004999999999999449	122
2	0	0.9998	124
2	1	0.00019999999999997797	124
5	0	0.9996	124
5	1	0.00039999999999995595	124
8	0	0.9996	124
8	1	0.00039999999999995595	124
10	0	0.9995	124
10	1	0.0004999999999999449	124
12	0	0.9995	124
12	1	0.0004999999999999449	124
2	0	0.9998	125
2	1	0.00019999999999997797	125
5	0	0.9996	125
5	1	0.00039999999999995595	125
8	0	0.9996	125
8	1	0.00039999999999995595	125
10	0	0.9995	125
10	1	0.0004999999999999449	125
12	0	0.9995	125
12	1	0.0004999999999999449	125
2	0	0.9998	126
2	1	0.00019999999999997797	126
5	0	0.9996	126
5	1	0.00039999999999995595	126
8	0	0.9996	126
8	1	0.00039999999999995595	126
10	0	0.9995	126
10	1	0.0004999999999999449	126
12	0	0.9995	126
12	1	0.0004999999999999449	126
2	0	0.9998	128
2	1	0.00019999999999997797	128
5	0	0.9996	128
5	1	0.00039999999999995595	128
8	0	0.9996	128
8	1	0.00039999999999995595	128
10	0	0.9995	128
10	1	0.0004999999999999449	128
12	0	0.9995	128
12	1	0.0004999999999999449	128
2	0	0.9998	130
2	1	0.00019999999999997797	130
5	0	0.9996	130
5	1	0.00039999999999995595	130
8	0	0.9996	130
8	1	0.00039999999999995595	130
10	0	0.9995	130
10	1	0.0004999999999999449	130
12	0	0.9995	130
12	1	0.0004999999999999449	130
2	0	0.9998	131
2	1	0.00019999999999997797	131
5	0	0.9996	131
5	1	0.00039999999999995595	131
8	0	0.9996	131
8	1	0.00039999999999995595	131
10	0	0.9995	131
10	1	0.0004999999999999449	131
12	0	0.9995	131
12	1	0.0004999999999999449	131
2	0	0.9998	134
2	1	0.00019999999999997797	134
5	0	0.9996	134
5	1	0.00039999999999995595	134
8	0	0.9996	134
8	1	0.00039999999999995595	134
10	0	0.9995	134
10	1	0.0004999999999999449	134
12	0	0.9995	134
12	1	0.0004999999999999449	134
2	0	0.9998	137
2	1	0.00019999999999997797	137
5	0	0.9996	137
5	1	0.00039999999999995595	137
8	0	0.9996	137
8	1	0.00039999999999995595	137
10	0	0.9995	137
10	1	0.0004999999999999449	137
12	0	0.9995	137
12	1	0.0004999999999999449	137
2	0	0.9998	140
2	1	0.00019999999999997797	140
5	0	0.9996	140
5	1	0.00039999999999995595	140
8	0	0.9996	140
8	1	0.00039999999999995595	140
10	0	0.9995	140
10	1	0.0004999999999999449	140
12	0	0.9995	140
12	1	0.0004999999999999449	140
2	0	0.9998	143
2	1	0.00019999999999997797	143
5	0	0.9996	143
5	1	0.00039999999999995595	143
8	0	0.9996	143
8	1	0.00039999999999995595	143
10	0	0.9995	143
10	1	0.0004999999999999449	143
12	0	0.9995	143
12	1	0.0004999999999999449	143
2	0	0.9998	144
2	1	0.00019999999999997797	144
5	0	0.9996	144
5	1	0.00039999999999995595	144
8	0	0.9996	144
8	1	0.00039999999999995595	144
10	0	0.9995	144
10	1	0.0004999999999999449	144
12	0	0.9995	144
12	1	0.0004999999999999449	144
2	0	0.9998	146
2	1	0.00019999999999997797	146
5	0	0.9996	146
5	1	0.00039999999999995595	146
8	0	0.9996	146
8	1	0.00039999999999995595	146
10	0	0.9995	146
10	1	0.0004999999999999449	146
12	0	0.9995	146
12	1	0.0004999999999999449	146
2	0	0.9998	149
2	1	0.00019999999999997797	149
5	0	0.9996	149
5	1	0.00039999999999995595	149
8	0	0.9996	149
8	1	0.00039999999999995595	149
10	0	0.9995	149
10	1	0.0004999999999999449	149
12	0	0.9995	149
12	1	0.0004999999999999449	149
2	0	0.9998	150
2	1	0.00019999999999997797	150
5	0	0.9996	150
5	1	0.00039999999999995595	150
8	0	0.9996	150
8	1	0.00039999999999995595	150
10	0	0.9995	150
10	1	0.0004999999999999449	150
12	0	0.9995	150
12	1	0.0004999999999999449	150
2	0	0.9998	152
2	1	0.00019999999999997797	152
5	0	0.9996	152
5	1	0.00039999999999995595	152
8	0	0.9996	152
8	1	0.00039999999999995595	152
10	0	0.9995	152
10	1	0.0004999999999999449	152
12	0	0.9995	152
12	1	0.0004999999999999449	152
2	0	0.9998	155
2	1	0.00019999999999997797	155
5	0	0.9996	155
5	1	0.00039999999999995595	155
8	0	0.9996	155
8	1	0.00039999999999995595	155
10	0	0.9995	155
10	1	0.0004999999999999449	155
12	0	0.9995	155
12	1	0.0004999999999999449	155
2	0	0.9998	158
2	1	0.00019999999999997797	158
5	0	0.9996	158
5	1	0.00039999999999995595	158
8	0	0.9996	158
8	1	0.00039999999999995595	158
10	0	0.9995	158
10	1	0.0004999999999999449	158
12	0	0.9995	158
12	1	0.0004999999999999449	158
2	0	0.9998	161
2	1	0.00019999999999997797	161
5	0	0.9996	161
5	1	0.00039999999999995595	161
8	0	0.9996	161
8	1	0.00039999999999995595	161
10	0	0.9995	161
10	1	0.0004999999999999449	161
12	0	0.9995	161
12	1	0.0004999999999999449	161
2	0	0.9998	162
2	1	0.00019999999999997797	162
5	0	0.9996	162
5	1	0.00039999999999995595	162
8	0	0.9996	162
8	1	0.00039999999999995595	162
10	0	0.9995	162
10	1	0.0004999999999999449	162
12	0	0.9995	162
12	1	0.0004999999999999449	162
2	0	0.9998	164
2	1	0.00019999999999997797	164
5	0	0.9996	164
5	1	0.00039999999999995595	164
8	0	0.9996	164
8	1	0.00039999999999995595	164
10	0	0.9995	164
10	1	0.0004999999999999449	164
12	0	0.9995	164
12	1	0.0004999999999999449	164
2	0	0.9998	166
2	1	0.00019999999999997797	166
5	0	0.9996	166
5	1	0.00039999999999995595	166
8	0	0.9996	166
8	1	0.00039999999999995595	166
10	0	0.9995	166
10	1	0.0004999999999999449	166
12	0	0.9995	166
12	1	0.0004999999999999449	166
2	0	0.9998	167
2	1	0.00019999999999997797	167
5	0	0.9996	167
5	1	0.00039999999999995595	167
8	0	0.9996	167
8	1	0.00039999999999995595	167
10	0	0.9995	167
10	1	0.0004999999999999449	167
12	0	0.9995	167
12	1	0.0004999999999999449	167
2	0	0.9998	170
2	1	0.00019999999999997797	170
5	0	0.9996	170
5	1	0.00039999999999995595	170
8	0	0.9996	170
8	1	0.00039999999999995595	170
10	0	0.9995	170
10	1	0.0004999999999999449	170
12	0	0.9995	170
12	1	0.0004999999999999449	170
2	0	0.9998	173
2	1	0.00019999999999997797	173
5	0	0.9996	173
5	1	0.00039999999999995595	173
8	0	0.9996	173
8	1	0.00039999999999995595	173
10	0	0.9995	173
10	1	0.0004999999999999449	173
12	0	0.9995	173
12	1	0.0004999999999999449	173
2	0	0.9998	176
2	1	0.00019999999999997797	176
5	0	0.9996	176
5	1	0.00039999999999995595	176
8	0	0.9996	176
8	1	0.00039999999999995595	176
10	0	0.9995	176
10	1	0.0004999999999999449	176
12	0	0.9995	176
12	1	0.0004999999999999449	176
2	0	0.9998	178
2	1	0.00019999999999997797	178
5	0	0.9996	178
5	1	0.00039999999999995595	178
8	0	0.9996	178
8	1	0.00039999999999995595	178
10	0	0.9995	178
10	1	0.0004999999999999449	178
12	0	0.9995	178
12	1	0.0004999999999999449	178
2	0	0.9998	179
2	1	0.00019999999999997797	179
5	0	0.9996	179
5	1	0.00039999999999995595	179
8	0	0.9996	179
8	1	0.00039999999999995595	179
10	0	0.9995	179
10	1	0.0004999999999999449	179
12	0	0.9995	179
12	1	0.0004999999999999449	179
2	0	0.9998	182
2	1	0.00019999999999997797	182
5	0	0.9996	182
5	1	0.00039999999999995595	182
8	0	0.9996	182
8	1	0.00039999999999995595	182
10	0	0.9995	182
10	1	0.0004999999999999449	182
12	0	0.9995	182
12	1	0.0004999999999999449	182
2	0	0.9998	185
2	1	0.00019999999999997797	185
5	0	0.9996	185
5	1	0.00039999999999995595	185
8	0	0.9996	185
8	1	0.00039999999999995595	185
10	0	0.9995	185
10	1	0.0004999999999999449	185
12	0	0.9995	185
12	1	0.0004999999999999449	185
2	0	0.9998	188
2	1	0.00019999999999997797	188
5	0	0.9996	188
5	1	0.00039999999999995595	188
8	0	0.9996	188
8	1	0.00039999999999995595	188
10	0	0.9995	188
10	1	0.0004999999999999449	188
12	0	0.9995	188
12	1	0.0004999999999999449	188
2	0	0.9998	189
2	1	0.00019999999999997797	189
5	0	0.9996	189
5	1	0.00039999999999995595	189
8	0	0.9996	189
8	1	0.00039999999999995595	189
10	0	0.9995	189
10	1	0.0004999999999999449	189
12	0	0.9995	189
12	1	0.0004999999999999449	189
2	0	0.9998	191
2	1	0.00019999999999997797	191
5	0	0.9996	191
5	1	0.00039999999999995595	191
8	0	0.9996	191
8	1	0.00039999999999995595	191
10	0	0.9995	191
10	1	0.0004999999999999449	191
12	0	0.9995	191
12	1	0.0004999999999999449	191
2	0	0.9998	194
2	1	0.00019999999999997797	194
5	0	0.9996	194
5	1	0.00039999999999995595	194
8	0	0.9996	194
8	1	0.00039999999999995595	194
10	0	0.9995	194
10	1	0.0004999999999999449	194
12	0	0.9995	194
12	1	0.0004999999999999449	194
2	0	0.9998	197
2	1	0.00019999999999997797	197
5	0	0.9996	197
5	1	0.00039999999999995595	197
8	0	0.9996	197
8	1	0.00039999999999995595	197
10	0	0.9995	197
10	1	0.0004999999999999449	197
12	0	0.9995	197
12	1	0.0004999999999999449	197
2	0	0.9998	200
2	1	0.00019999999999997797	200
5	0	0.9996	200
5	1	0.00039999999999995595	200
8	0	0.9996	200
8	1	0.00039999999999995595	200
10	0	0.9995	200
10	1	0.0004999999999999449	200
12	0	0.9995	200
12	1	0.0004999999999999449	200
2	0	0.9998	201
2	1	0.00019999999999997797	201
5	0	0.9996	201
5	1	0.00039999999999995595	201
8	0	0.9996	201
8	1	0.00039999999999995595	201
10	0	0.9995	201
10	1	0.0004999999999999449	201
12	0	0.9995	201
12	1	0.0004999999999999449	201
2	0	0.9998	203
2	1	0.00019999999999997797	203
5	0	0.9996	203
5	1	0.00039999999999995595	203
8	0	0.9996	203
8	1	0.00039999999999995595	203
10	0	0.9995	203
10	1	0.0004999999999999449	203
12	0	0.9995	203
12	1	0.0004999999999999449	203
2	0	0.9998	206
2	1	0.00019999999999997797	206
5	0	0.9996	206
5	1	0.00039999999999995595	206
8	0	0.9996	206
8	1	0.00039999999999995595	206
10	0	0.9995	206
10	1	0.0004999999999999449	206
12	0	0.9995	206
12	1	0.0004999999999999449	206
2	0	0.9998	209
2	1	0.00019999999999997797	209
5	0	0.9996	209
5	1	0.00039999999999995595	209
8	0	0.9996	209
8	1	0.00039999999999995595	209
10	0	0.9995	209
10	1	0.0004999999999999449	209
12	0	0.9995	209
12	1	0.0004999999999999449	209
2	0	0.9998	212
2	1	0.00019999999999997797	212
5	0	0.9996	212
5	1	0.00039999999999995595	212
8	0	0.9996	212
8	1	0.00039999999999995595	212
10	0	0.9995	212
10	1	0.0004999999999999449	212
12	0	0.9995	212
12	1	0.0004999999999999449	212
2	0	0.9998	215
2	1	0.00019999999999997797	215
5	0	0.9996	215
5	1	0.00039999999999995595	215
8	0	0.9996	215
8	1	0.00039999999999995595	215
10	0	0.9995	215
10	1	0.0004999999999999449	215
12	0	0.9995	215
12	1	0.0004999999999999449	215
2	0	0.9998	218
2	1	0.00019999999999997797	218
5	0	0.9996	218
5	1	0.00039999999999995595	218
8	0	0.9996	218
8	1	0.00039999999999995595	218
10	0	0.9995	218
10	1	0.0004999999999999449	218
12	0	0.9995	218
12	1	0.0004999999999999449	218
2	0	0.9998	219
2	1	0.00019999999999997797	219
5	0	0.9996	219
5	1	0.00039999999999995595	219
8	0	0.9996	219
8	1	0.00039999999999995595	219
10	0	0.9995	219
10	1	0.0004999999999999449	219
12	0	0.9995	219
12	1	0.0004999999999999449	219
2	0	0.9998	221
2	1	0.00019999999999997797	221
5	0	0.9996	221
5	1	0.00039999999999995595	221
8	0	0.9996	221
8	1	0.00039999999999995595	221
10	0	0.9995	221
10	1	0.0004999999999999449	221
12	0	0.9995	221
12	1	0.0004999999999999449	221
2	0	0.9998	224
2	1	0.00019999999999997797	224
5	0	0.9996	224
5	1	0.00039999999999995595	224
8	0	0.9996	224
8	1	0.00039999999999995595	224
10	0	0.9995	224
10	1	0.0004999999999999449	224
12	0	0.9995	224
12	1	0.0004999999999999449	224
2	0	0.9998	227
2	1	0.00019999999999997797	227
5	0	0.9996	227
5	1	0.00039999999999995595	227
8	0	0.9996	227
8	1	0.00039999999999995595	227
10	0	0.9995	227
10	1	0.0004999999999999449	227
12	0	0.9995	227
12	1	0.0004999999999999449	227
2	0	0.9998	230
2	1	0.00019999999999997797	230
5	0	0.9996	230
5	1	0.00039999999999995595	230
8	0	0.9996	230
8	1	0.00039999999999995595	230
10	0	0.9995	230
10	1	0.0004999999999999449	230
12	0	0.9995	230
12	1	0.0004999999999999449	230
2	0	0.9998	233
2	1	0.00019999999999997797	233
5	0	0.9996	233
5	1	0.00039999999999995595	233
8	0	0.9996	233
8	1	0.00039999999999995595	233
10	0	0.9995	233
10	1	0.0004999999999999449	233
12	0	0.9995	233
12	1	0.0004999999999999449	233
2	0	0.9998	236
2	1	0.00019999999999997797	236
5	0	0.9996	236
5	1	0.00039999999999995595	236
8	0	0.9996	236
8	1	0.00039999999999995595	236
10	0	0.9995	236
10	1	0.0004999999999999449	236
12	0	0.9995	236
12	1	0.0004999999999999449	236
2	0	0.9998	239
2	1	0.00019999999999997797	239
5	0	0.9996	239
5	1	0.00039999999999995595	239
8	0	0.9996	239
8	1	0.00039999999999995595	239
10	0	0.9995	239
10	1	0.0004999999999999449	239
12	0	0.9995	239
12	1	0.0004999999999999449	239
2	0	0.9998	242
2	1	0.00019999999999997797	242
5	0	0.9996	242
5	1	0.00039999999999995595	242
8	0	0.9996	242
8	1	0.00039999999999995595	242
10	0	0.9995	242
10	1	0.0004999999999999449	242
12	0	0.9995	242
12	1	0.0004999999999999449	242
